reference_path,query_path,label,pair_type,writer_id_ref,writer_id_query
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_9.png,1,genuine_genuine,25,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_3.png,1,genuine_genuine,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_9.png,1,genuine_genuine,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_9.png,1,genuine_genuine,17,17
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_22.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_2.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_22.png,0,random_forgery,18,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_18.png,0,random_forgery,18,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_38_22.png,0,skilled_forgery,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_46_3.png,0,skilled_forgery,46,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_5.png,1,genuine_genuine,16,16
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_28_20.png,0,skilled_forgery,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_19.png,1,genuine_genuine,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_18.png,1,genuine_genuine,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_45_4.png,0,skilled_forgery,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_14.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_9.png,1,genuine_genuine,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_8.png,1,genuine_genuine,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_20.png,1,genuine_genuine,1,1
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_16.png,0,random_forgery,7,49
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_4.png,1,genuine_genuine,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_2.png,1,genuine_genuine,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_8.png,0,random_forgery,29,36
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_26_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_26_21.png,0,skilled_forgery,26,26
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_19.png,1,genuine_genuine,43,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_24.png,1,genuine_genuine,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_9.png,1,genuine_genuine,49,49
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_11.png,0,random_forgery,10,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_9.png,1,genuine_genuine,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_23.png,0,random_forgery,11,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_7.png,1,genuine_genuine,37,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_8.png,1,genuine_genuine,25,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_39_2.png,0,skilled_forgery,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_21.png,0,random_forgery,29,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_8.png,1,genuine_genuine,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_22.png,1,genuine_genuine,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_11.png,0,skilled_forgery,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_14.png,0,random_forgery,46,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_1.png,0,random_forgery,49,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_36_3.png,0,skilled_forgery,36,36
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_6.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_7.png,1,genuine_genuine,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_8.png,0,random_forgery,34,49
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_8.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_22.png,1,genuine_genuine,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_5_5.png,0,skilled_forgery,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_11.png,0,random_forgery,17,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_12.png,1,genuine_genuine,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_12_15.png,0,skilled_forgery,12,12
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_7.png,1,genuine_genuine,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_2.png,0,random_forgery,38,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_4.png,1,genuine_genuine,3,3
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_21.png,1,genuine_genuine,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_14.png,0,random_forgery,24,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_21_5.png,0,skilled_forgery,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_19_12.png,0,skilled_forgery,19,19
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_49_22.png,0,skilled_forgery,49,49
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_24.png,1,genuine_genuine,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_19_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_8.png,0,random_forgery,19,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_49_3.png,0,random_forgery,1,49
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_2.png,1,genuine_genuine,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_1.png,0,random_forgery,22,12
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_4.png,1,genuine_genuine,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_11_17.png,0,skilled_forgery,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_23.png,1,genuine_genuine,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_7.png,1,genuine_genuine,3,3
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_6.png,0,skilled_forgery,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_23.png,1,genuine_genuine,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_6.png,0,random_forgery,25,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_12_10.png,0,random_forgery,16,12
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_3.png,1,genuine_genuine,37,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_22_22.png,0,skilled_forgery,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_2.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_5.png,1,genuine_genuine,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_18.png,0,random_forgery,5,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_3_19.png,0,skilled_forgery,3,3
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_8.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_20.png,0,skilled_forgery,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_25_11.png,0,skilled_forgery,25,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_1.png,0,random_forgery,46,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_2.png,1,genuine_genuine,7,7
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_18.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_16.png,0,random_forgery,7,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_23.png,1,genuine_genuine,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_21.png,1,genuine_genuine,30,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_1.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_15.png,1,genuine_genuine,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_12.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_40_14.png,0,skilled_forgery,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_24.png,1,genuine_genuine,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_53_20.png,1,genuine_genuine,53,53
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_9.png,1,genuine_genuine,25,25
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_8.png,1,genuine_genuine,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_21.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_39_8.png,0,skilled_forgery,39,39
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_9.png,0,skilled_forgery,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_7_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_2.png,0,random_forgery,7,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_26_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_26_21.png,0,skilled_forgery,26,26
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_8.png,1,genuine_genuine,21,21
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_11.png,0,random_forgery,11,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_21.png,0,random_forgery,51,1
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_37_19.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_37_16.png,0,skilled_forgery,37,37
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_25_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_15.png,0,random_forgery,25,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_22.png,1,genuine_genuine,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_20.png,0,random_forgery,39,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_15.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_55_4.png,0,skilled_forgery,55,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_18_14.png,0,skilled_forgery,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_20.png,1,genuine_genuine,3,3
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_9.png,1,genuine_genuine,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_38_20.png,0,skilled_forgery,38,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_8.png,0,random_forgery,4,55
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_7.png,1,genuine_genuine,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_9.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_43_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_43_17.png,0,skilled_forgery,43,43
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_17_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_17_7.png,0,skilled_forgery,17,17
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_26_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_26_22.png,0,skilled_forgery,26,26
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_17.png,1,genuine_genuine,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_24.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_31_7.png,1,genuine_genuine,31,31
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_23.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_6.png,1,genuine_genuine,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_45_9.png,0,skilled_forgery,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_3_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_3_4.png,0,skilled_forgery,3,3
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_22.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_21.png,1,genuine_genuine,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_20.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_9.png,1,genuine_genuine,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_46_16.png,0,skilled_forgery,46,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_7.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_47_15.png,0,skilled_forgery,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_55_8.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_3.png,0,random_forgery,55,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_47_2.png,0,skilled_forgery,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_22.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_6.png,0,random_forgery,29,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_10_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_10_3.png,0,skilled_forgery,10,10
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_36_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_23.png,0,random_forgery,36,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_51_11.png,0,skilled_forgery,51,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_47_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_47_8.png,0,skilled_forgery,47,47
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_21_4.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_38_22.png,0,random_forgery,21,38
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_30_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_30_7.png,0,skilled_forgery,30,30
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_29_2.png,0,skilled_forgery,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_46_5.png,1,genuine_genuine,46,46
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_3.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_10.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_16_10.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_16_5.png,0,skilled_forgery,16,16
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_28_9.png,1,genuine_genuine,28,28
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_13.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_4_1.png,0,skilled_forgery,4,4
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_11_4.png,1,genuine_genuine,11,11
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_11.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_18_4.png,1,genuine_genuine,18,18
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_40_5.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_40_6.png,0,skilled_forgery,40,40
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_4_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_7.png,0,random_forgery,4,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_22_2.png,1,genuine_genuine,22,22
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_39_21.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_51_21.png,0,random_forgery,39,51
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_5_6.png,1,genuine_genuine,5,5
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_14.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_29_9.png,0,skilled_forgery,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_22.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_7.png,0,skilled_forgery,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_24_9.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_24_12.png,0,skilled_forgery,24,24
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_17.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_45_23.png,1,genuine_genuine,45,45
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_34_6.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_34_14.png,0,skilled_forgery,34,34
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_1.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_29_24.png,1,genuine_genuine,29,29
D:\GitHub\Do_an_tot_nghiep\data\processed\full_org\original_1_16.png,D:\GitHub\Do_an_tot_nghiep\data\processed\full_forg\forgeries_1_15.png,0,skilled_forgery,1,1
